Cod CIM,Denumire comerciala,DCI,Forma farmaceutica,Concentratie,Firma / tara producatoare APP,Firma / tara detinatoare APP,Cod ATC,Actiune terapeutica,Prescriptie,Nr / data ambalaj APP,Ambalaj,Volum ambalaj,Valabilitate ambalaj,Bulina,Diez,Stea,Triunghi,Dreptunghi,Data actualizare
W69863011,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/11,Cutie cu blist. tip calendar OPA-Al-PVC/Al x 56 compr. film.,,2 ani,,,,,,06.03.26
W69863012,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/12,Cutie cu blist. tip calendar OPA-Al-PVC/Al x 98 compr. film.,,2 ani,,,,,,06.03.26
W69863013,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/13,Cutie cu blist. perforate pt. eliberarea unei unitati dozate din OPA-Al-PVC/Al x14x1 compr. film.,,2 ani,,,,,,06.03.26
W69863014,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/14,Cutie cu blist. perforate pt. eliberarea unei unitati dozate din OPA-Al-PVC/Al x28x1 compr. film.,,2 ani,,,,,,06.03.26
W69863015,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/15,Cutie cu blist. perforate pt. eliberarea unei unitati dozate din OPA-Al-PVC/Al x30x1 compr. film.,,2 ani,,,,,,06.03.26
W69863016,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/16,Cutie cu blist. perforate pt. eliberarea unei unitati dozate din OPA-Al-PVC/Al x56x1 compr. film.,,2 ani,,,,,,06.03.26
W69863017,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/17,Cutie cu blist. perforate pt. eliberarea unei unitati dozate din OPA-Al-PVC/Al x60x1 compr. film.,,2 ani,,,,,,06.03.26
W69863018,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/18,Cutie cu blist. perforate pt. eliberarea unei unitati dozate din OPA-Al-PVC/Al x90x1 compr. film.,,2 ani,,,,,,06.03.26
W69863019,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/19,Cutie cu blist. perforate pt. eliberarea unei unitati dozate din OPA-Al-PVC/Al x98x1 compr. film.,,2 ani,,,,,,06.03.26
W69863020,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/20,Cutie cu blist. perforate pt. eliberarea unei unitati dozate din OPA-Al-PVC/Al x100x1 compr. film.,,2 ani,,,,,,06.03.26
W69863021,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/21,Cutie cu blist. perforate pt. eliberarea unei unitati dozate tip calendar din OPA-Al-PVC/Al x14x1 compr. film.,,2 ani,,,,,,06.03.26
W69863022,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/22,Cutie cu blist. perforate pt. eliberarea unei unitati dozate tip calendar din OPA-Al-PVC/Al x28x1 compr. film.,,2 ani,,,,,,06.03.26
W69863023,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/23,Cutie cu blist. perforate pt. eliberarea unei unitati dozate tip calendar din OPA-Al-PVC/Al x56x1 compr. film.,,2 ani,,,,,,06.03.26
W69863024,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/24,Cutie cu blist. perforate pt. eliberarea unei unitati dozate tip calendar din OPA-Al-PVC/Al x98x1 compr. film.,,2 ani,,,,,,06.03.26
W69862001,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/01,Cutie cu blist. OPA-Al-PVC/Al x 14 compr. film.,,2 ani,,,,,,06.03.26
W69862002,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/02,Cutie cu blist. OPA-Al-PVC/Al x 28 compr. film.,,2 ani,,,,,,06.03.26
W69862003,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/03,Cutie cu blist. OPA-Al-PVC/Al x 30 compr. film.,,2 ani,,,,,,06.03.26
W69862004,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/04,Cutie cu blist. OPA-Al-PVC/Al x 56 compr. film.,,2 ani,,,,,,06.03.26
W69862005,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/05,Cutie cu blist. OPA-Al-PVC/Al x 60 compr. film.,,2 ani,,,,,,06.03.26
W69862006,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/06,Cutie cu blist. OPA-Al-PVC/Al x 90 compr. film.,,2 ani,,,,,,06.03.26
W69862007,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/07,Cutie cu blist. OPA-Al-PVC/Al x 98 compr. film.,,2 ani,,,,,,06.03.26
W69862008,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/08,Cutie cu blist. OPA-Al-PVC/Al x 100 compr. film.,,2 ani,,,,,,06.03.26
W69862009,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/09,Cutie cu blist. tip calendar OPA-Al-PVC/Al x 14 compr. film.,,2 ani,,,,,,06.03.26
W69862010,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/10,Cutie cu blist. tip calendar OPA-Al-PVC/Al x 28 compr. film.,,2 ani,,,,,,06.03.26
W69862011,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/11,Cutie cu blist. tip calendar OPA-Al-PVC/Al x 56 compr. film.,,2 ani,,,,,,06.03.26
W69862012,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/12,Cutie cu blist. tip calendar OPA-Al-PVC/Al x 98 compr. film.,,2 ani,,,,,,06.03.26
W69862013,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/13,Cutie cu blist. perforate pt. eliberarea unei unitati dozate din OPA-Al-PVC/Al x14x1 compr. film.,,2 ani,,,,,,06.03.26
W69862014,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/14,Cutie cu blist. perforate pt. eliberarea unei unitati dozate din OPA-Al-PVC/Al x28x1 compr. film.,,2 ani,,,,,,06.03.26
W69862015,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/15,Cutie cu blist. perforate pt. eliberarea unei unitati dozate din OPA-Al-PVC/Al x30x1 compr. film.,,2 ani,,,,,,06.03.26
W69862016,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/16,Cutie cu blist. perforate pt. eliberarea unei unitati dozate din OPA-Al-PVC/Al x56x1 compr. film.,,2 ani,,,,,,06.03.26
W69862017,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/17,Cutie cu blist. perforate pt. eliberarea unei unitati dozate din OPA-Al-PVC/Al x60x1 compr. film.,,2 ani,,,,,,06.03.26
W69862018,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/18,Cutie cu blist. perforate pt. eliberarea unei unitati dozate din OPA-Al-PVC/Al x90x1 compr. film.,,2 ani,,,,,,06.03.26
W69862019,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/19,Cutie cu blist. perforate pt. eliberarea unei unitati dozate din OPA-Al-PVC/Al x98x1 compr. film.,,2 ani,,,,,,06.03.26
W69862020,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/20,Cutie cu blist. perforate pt. eliberarea unei unitati dozate din OPA-Al-PVC/Al x100x1 compr. film.,,2 ani,,,,,,06.03.26
W69862021,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/21,Cutie cu blist. perforate pt. eliberarea unei unitati dozate tip calendar din OPA-Al-PVC/Al x14x1 compr. film.,,2 ani,,,,,,06.03.26
W69862022,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/22,Cutie cu blist. perforate pt. eliberarea unei unitati dozate tip calendar din OPA-Al-PVC/Al x28x1 compr. film.,,2 ani,,,,,,06.03.26
W69862023,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/23,Cutie cu blist. perforate pt. eliberarea unei unitati dozate tip calendar din OPA-Al-PVC/Al x56x1 compr. film.,,2 ani,,,,,,06.03.26
W69862024,DAGRAFORS 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15184/2023/24,Cutie cu blist. perforate pt. eliberarea unei unitati dozate tip calendar din OPA-Al-PVC/Al x98x1 compr. film.,,2 ani,,,,,,06.03.26
W58498001,"DAIVOBET 50 micrograme/0,5 mg/g",COMBINATII (CALCIPOTRIOLUM+BETAMETHASONUM),GEL,"50micrograme/0,5mg/g",LEO PHARMA A/S - DANEMARCA,LEO PHARMA A/S - DANEMARCA,D05AX52,ANTIPSORIAZICE DE UZ LOCAL ALTE ANTIPSORIAZICE DE UZ LOCAL,PRF,9001/2016/01,Cutie cu 1 flac. PEID cu duza din PEJD si capac din PEID x 15 g gel,,2 ani-dupa ambalarea pt. comercializare; dupa prima deschidere-3 luni,,,,,,06.03.26
W58498002,"DAIVOBET 50 micrograme/0,5 mg/g",COMBINATII (CALCIPOTRIOLUM+BETAMETHASONUM),GEL,"50micrograme/0,5mg/g",LEO PHARMA A/S - DANEMARCA,LEO PHARMA A/S - DANEMARCA,D05AX52,ANTIPSORIAZICE DE UZ LOCAL ALTE ANTIPSORIAZICE DE UZ LOCAL,PRF,9001/2016/02,Cutie cu 1 flac. PEID cu duza din PEJD si capac din PEID x 30 g gel,,2 ani-dupa ambalarea pt. comercializare; dupa prima deschidere-3 luni,,,,,,06.03.26
W58498003,"DAIVOBET 50 micrograme/0,5 mg/g",COMBINATII (CALCIPOTRIOLUM+BETAMETHASONUM),GEL,"50micrograme/0,5mg/g",LEO PHARMA A/S - DANEMARCA,LEO PHARMA A/S - DANEMARCA,D05AX52,ANTIPSORIAZICE DE UZ LOCAL ALTE ANTIPSORIAZICE DE UZ LOCAL,PRF,9001/2016/03,Cutie cu 1 flac. PEID cu duza din PEJD si capac din PEID x 60 g gel,,2 ani-dupa ambalarea pt. comercializare; dupa prima deschidere-3 luni,,,,,,06.03.26
W58498004,"DAIVOBET 50 micrograme/0,5 mg/g",COMBINATII (CALCIPOTRIOLUM+BETAMETHASONUM),GEL,"50micrograme/0,5mg/g",LEO PHARMA A/S - DANEMARCA,LEO PHARMA A/S - DANEMARCA,D05AX52,ANTIPSORIAZICE DE UZ LOCAL ALTE ANTIPSORIAZICE DE UZ LOCAL,PRF,9001/2016/04,Cutie cu 2 flac. PEID cu duza din PEJD si capac din PEID x 60 g gel,,2 ani-dupa ambalarea pt. comercializare; dupa prima deschidere-3 luni,,,,,,06.03.26
W58498005,"DAIVOBET 50 micrograme/0,5 mg/g",COMBINATII (CALCIPOTRIOLUM+BETAMETHASONUM),GEL,"50micrograme/0,5mg/g",LEO PHARMA A/S - DANEMARCA,LEO PHARMA A/S - DANEMARCA,D05AX52,ANTIPSORIAZICE DE UZ LOCAL ALTE ANTIPSORIAZICE DE UZ LOCAL,PRF,9001/2016/05,Cutie cu 3 flac. PEID cu duza din PEJD si capac din PEÎD x 60 g gel,,2 ani-dupa ambalarea pt. comercializare; dupa prima deschidere-3 luni,,,,,,06.03.26
W58498008,"DAIVOBET 50 micrograme/0,5 mg/g",COMBINATII (CALCIPOTRIOLUM+BETAMETHASONUM),GEL,"50micrograme/0,5mg/g",LEO PHARMA A/S - DANEMARCA,LEO PHARMA A/S - DANEMARCA,D05AX52,ANTIPSORIAZICE DE UZ LOCAL ALTE ANTIPSORIAZICE DE UZ LOCAL,PRF,9001/2016/06,"Cutie cu 1 tub din PP cu capac cu filet si piston din PEÎD, un aplicator tip pompa cu carcasa PP si un capac de protectie din PP x 60 g gel",,2 ani-dupa ambalarea pt. comercializare; dupa prima deschidere-6 luni,,,,,,06.03.26
W58498009,"DAIVOBET 50 micrograme/0,5 mg/g",COMBINATII (CALCIPOTRIOLUM+BETAMETHASONUM),GEL,"50micrograme/0,5mg/g",LEO PHARMA A/S - DANEMARCA,LEO PHARMA A/S - DANEMARCA,D05AX52,ANTIPSORIAZICE DE UZ LOCAL ALTE ANTIPSORIAZICE DE UZ LOCAL,PRF,9001/2016/07,"Cutie cu 2 tuburi din PP cu capac cu filet si piston din PEÎD, 2 aplicatoare tip pompa cu carcasa PP si 2 capace de protectie din PP x 60 g gel",,2 ani-dupa ambalarea pt. comercializare; dupa prima deschidere-6 luni,,,,,,06.03.26
W58498006,"DAIVOBET 50 micrograme/0,5 mg/g",COMBINATII (CALCIPOTRIOLUM+BETAMETHASONUM),GEL,"50micrograme/0,5mg/g",LEO PHARMA A/S - DANEMARCA,LEO PHARMA A/S - DANEMARCA,D05AX52,ANTIPSORIAZICE DE UZ LOCAL ALTE ANTIPSORIAZICE DE UZ LOCAL,PRF,9001/2016/08,Cutie cu un flacon din PEÎD cu duza din PEJD si capac din PEÎD a 80 g gel,,2 ani-dupa ambalarea pt. comercializare; dupa prima deschidere-3 luni,,,,,,06.03.26
W58498007,"DAIVOBET 50 micrograme/0,5 mg/g",COMBINATII (CALCIPOTRIOLUM+BETAMETHASONUM),GEL,"50micrograme/0,5mg/g",LEO PHARMA A/S - DANEMARCA,LEO PHARMA A/S - DANEMARCA,D05AX52,ANTIPSORIAZICE DE UZ LOCAL ALTE ANTIPSORIAZICE DE UZ LOCAL,PRF,9001/2016/09,Cutie cu 2 flacoane din PEÎD cu duza din PEJD si capac din PEÎD a câte 80 g gel,,2 ani-dupa ambalarea pt. comercializare; dupa prima deschidere-3 luni,,,,,,06.03.26
W56194001,"DAIVOBET 50 micrograme/0,5mg/g",COMBINATII (CALCIPOTRIOLUM+BETAMETHASONUM),UNGUENT,"50micrograme/0,5mg/g",LEO LABORATORIES LTD. - IRLANDA,LEO PHARMA A/S - DANEMARCA,D05AX52,ANTIPSORIAZICE DE UZ LOCAL ALTE ANTIPSORIAZICE DE UZ LOCAL,PRF,4418/2012/01,Cutie cu 1 tub din Al/epoxid-fenol x 15 g unguent,,2 ani-dupa ambalarea pt. comercializare; dupa prima deschidere-1 an,,,,,,06.03.26
W56194002,"DAIVOBET 50 micrograme/0,5mg/g",COMBINATII (CALCIPOTRIOLUM+BETAMETHASONUM),UNGUENT,"50micrograme/0,5mg/g",LEO LABORATORIES LTD. - IRLANDA,LEO PHARMA A/S - DANEMARCA,D05AX52,ANTIPSORIAZICE DE UZ LOCAL ALTE ANTIPSORIAZICE DE UZ LOCAL,PRF,4418/2012/02,Cutie cu 1 tub din Al/epoxid-fenol x 30 g unguent,,2 ani-dupa ambalarea pt. comercializare; dupa prima deschidere-1 an,,,,,,06.03.26
W56194003,"DAIVOBET 50 micrograme/0,5mg/g",COMBINATII (CALCIPOTRIOLUM+BETAMETHASONUM),UNGUENT,"50micrograme/0,5mg/g",LEO LABORATORIES LTD. - IRLANDA,LEO PHARMA A/S - DANEMARCA,D05AX52,ANTIPSORIAZICE DE UZ LOCAL ALTE ANTIPSORIAZICE DE UZ LOCAL,PRF,4418/2012/03,Cutie cu 1 tub din Al/epoxid-fenol x 60 g unguent,,2 ani-dupa ambalarea pt. comercializare; dupa prima deschidere-1 an,,,,,,06.03.26
